Timestamp,Year,Month,DetectionID,StoreSection,NumPeople,Emotion,Age,FaceID,OccupationTime,Date
2020-01-01 08:00:00,2020,1,1,SectionA,6,Sad,67,0.7572146852502002,5,2020-01-01
2020-01-01 08:00:00,2020,1,1,SectionA,6,Sad,57,0.918886597386298,7,2020-01-01
2020-01-01 08:00:00,2020,1,1,SectionA,6,Neutral,45,0.9605666409334075,6,2020-01-01
2020-01-01 08:00:00,2020,1,1,SectionA,6,Sad,33,0.2489287062941229,4,2020-01-01
2020-01-01 08:00:00,2020,1,1,SectionA,6,Sad,22,0.6161038204421672,6,2020-01-01
2020-01-01 08:00:00,2020,1,1,SectionA,6,Sad,52,0.9829560603060332,11,2020-01-01
2020-01-02 17:00:00,2020,1,7,SectionB,8,Happy,58,0.7640219907586386,10,2020-01-02
2020-01-02 17:00:00,2020,1,7,SectionB,8,Happy,47,0.9134410817489689,11,2020-01-02
2020-01-02 17:00:00,2020,1,7,SectionB,8,Sad,58,0.03276237359458789,6,2020-01-02
2020-01-02 17:00:00,2020,1,7,SectionB,8,Happy,59,0.16308680456672464,9,2020-01-02
2020-01-02 17:00:00,2020,1,7,SectionB,8,Happy,24,0.5325294065576814,9,2020-01-02
2020-01-02 17:00:00,2020,1,7,SectionB,8,Happy,65,0.9714643806185793,6,2020-01-02
2020-01-02 17:00:00,2020,1,7,SectionB,8,Sad,37,0.7558143052783629,3,2020-01-02
2020-01-02 17:00:00,2020,1,7,SectionB,8,Happy,19,0.02600280918458986,9,2020-01-02
2020-01-03 10:00:00,2020,1,15,SectionC,11,Sad,67,0.5682712731623037,10,2020-01-03
2020-01-03 10:00:00,2020,1,15,SectionC,11,Sad,66,0.20608805558152654,6,2020-01-03
2020-01-03 10:00:00,2020,1,15,SectionC,11,Neutral,61,0.4006142797486453,5,2020-01-03
2020-01-03 10:00:00,2020,1,15,SectionC,11,Neutral,49,0.667581852740959,10,2020-01-03
2020-01-03 10:00:00,2020,1,15,SectionC,11,Sad,51,0.6280095510454898,6,2020-01-03
2020-01-03 10:00:00,2020,1,15,SectionC,11,Sad,33,0.2730065859640607,4,2020-01-03
2020-01-03 10:00:00,2020,1,15,SectionC,11,Happy,62,0.9597358958661522,11,2020-01-03
2020-01-03 10:00:00,2020,1,15,SectionC,11,Neutral,53,0.8748983619255772,10,2020-01-03
2020-01-03 10:00:00,2020,1,15,SectionC,11,Sad,44,0.6656633069725905,9,2020-01-03
2020-01-03 10:00:00,2020,1,15,SectionC,11,Sad,41,0.9819969738240882,5,2020-01-03
2020-01-03 10:00:00,2020,1,15,SectionC,11,Sad,64,0.47437879085359214,6,2020-01-03
2020-01-04 12:00:00,2020,1,26,SectionB,7,Neutral,56,0.20917781809041514,11,2020-01-04
2020-01-04 12:00:00,2020,1,26,SectionB,7,Neutral,28,0.8090925156029927,10,2020-01-04
2020-01-04 12:00:00,2020,1,26,SectionB,7,Neutral,49,0.20253617336152796,8,2020-01-04
2020-01-04 12:00:00,2020,1,26,SectionB,7,Sad,62,0.2221444850846216,3,2020-01-04
2020-01-04 12:00:00,2020,1,26,SectionB,7,Neutral,27,0.13685163391332866,9,2020-01-04
2020-01-04 12:00:00,2020,1,26,SectionB,7,Sad,31,0.35494724382577936,10,2020-01-04
2020-01-04 12:00:00,2020,1,26,SectionB,7,Happy,20,0.18869856234623883,8,2020-01-04
2020-01-05 08:00:00,2020,1,33,SectionA,12,Happy,44,0.4129738771871566,9,2020-01-05
2020-01-05 08:00:00,2020,1,33,SectionA,12,Happy,62,0.5918795400772573,9,2020-01-05
2020-01-05 08:00:00,2020,1,33,SectionA,12,Sad,34,0.012320016609516204,9,2020-01-05
2020-01-05 08:00:00,2020,1,33,SectionA,12,Sad,25,0.35956343930175594,3,2020-01-05
2020-01-05 08:00:00,2020,1,33,SectionA,12,Neutral,28,0.797923907185033,6,2020-01-05
2020-01-05 08:00:00,2020,1,33,SectionA,12,Sad,25,0.12674118696366143,9,2020-01-05
2020-01-05 08:00:00,2020,1,33,SectionA,12,Sad,28,0.6411632555235062,3,2020-01-05
2020-01-05 08:00:00,2020,1,33,SectionA,12,Sad,60,0.20776100603020542,8,2020-01-05
2020-01-05 08:00:00,2020,1,33,SectionA,12,Happy,52,0.10378023618193744,6,2020-01-05
2020-01-05 08:00:00,2020,1,33,SectionA,12,Sad,45,0.5179249176442969,4,2020-01-05
2020-01-05 08:00:00,2020,1,33,SectionA,12,Neutral,40,0.2431158110317001,10,2020-01-05
2020-01-05 08:00:00,2020,1,33,SectionA,12,Happy,63,0.3878501862237653,3,2020-01-05
2020-01-06 14:00:00,2020,1,45,SectionB,14,Sad,56,0.8471670872521208,7,2020-01-06
2020-01-06 14:00:00,2020,1,45,SectionB,14,Sad,34,0.7550911562497075,9,2020-01-06
2020-01-06 14:00:00,2020,1,45,SectionB,14,Happy,28,0.004074218129748619,5,2020-01-06
2020-01-06 14:00:00,2020,1,45,SectionB,14,Neutral,61,0.5653423463965822,11,2020-01-06
2020-01-06 14:00:00,2020,1,45,SectionB,14,Neutral,64,0.5473055080974101,6,2020-01-06
